problemsBudynekBWspolny/problemBudynekB_wspolny_pokoj_r1_0.xml;-656251195;
problemsBudynekBWspolny/problemBudynekB_wspolny_pokoj_r1_1.xml;-660871759;
problemsBudynekBWspolny/problemBudynekB_wspolny_pokoj_r1_2.xml;-662519286;
problemsBudynekBWspolny/problemBudynekB_wspolny_pokoj_r1_3.xml;-659244289;
problemsBudynekBWspolny/problemBudynekB_wspolny_pokoj_r16_0.xml;-53788579;
problemsBudynekBWspolny/problemBudynekB_wspolny_pokoj_r16_1.xml;-51062263;
problemsBudynekBWspolny/problemBudynekB_wspolny_pokoj_r16_2.xml;-48868180;
problemsBudynekBWspolny/problemBudynekB_wspolny_pokoj_r16_3.xml;-52412220;
problemsBudynekBWspolny/problemBudynekB_wspolny_pokoj_r2_0.xml;-339946196;
problemsBudynekBWspolny/problemBudynekB_wspolny_pokoj_r2_1.xml;-344241931;
problemsBudynekBWspolny/problemBudynekB_wspolny_pokoj_r2_2.xml;-348005459;
problemsBudynekBWspolny/problemBudynekB_wspolny_pokoj_r2_3.xml;-345035254;
problemsBudynekBWspolny/problemBudynekB_wspolny_pokoj_r24_0.xml;-39670373;
problemsBudynekBWspolny/problemBudynekB_wspolny_pokoj_r24_1.xml;-35949487;
problemsBudynekBWspolny/problemBudynekB_wspolny_pokoj_r24_2.xml;-35427897;
problemsBudynekBWspolny/problemBudynekB_wspolny_pokoj_r24_3.xml;-38585248;
problemsBudynekBWspolny/problemBudynekB_wspolny_pokoj_r32_0.xml;-32329828;
problemsBudynekBWspolny/problemBudynekB_wspolny_pokoj_r32_1.xml;-28948632;
problemsBudynekBWspolny/problemBudynekB_wspolny_pokoj_r32_2.xml;-26988475;
problemsBudynekBWspolny/problemBudynekB_wspolny_pokoj_r32_3.xml;-31131865;
problemsBudynekBWspolny/problemBudynekB_wspolny_pokoj_r4_0.xml;-179048200;
problemsBudynekBWspolny/problemBudynekB_wspolny_pokoj_r4_1.xml;-180780641;
problemsBudynekBWspolny/problemBudynekB_wspolny_pokoj_r4_2.xml;-178768255;
problemsBudynekBWspolny/problemBudynekB_wspolny_pokoj_r4_3.xml;-179774811;
problemsBudynekBWspolny/problemBudynekB_wspolny_pokoj_r8_0.xml;-96115498;
problemsBudynekBWspolny/problemBudynekB_wspolny_pokoj_r8_1.xml;-95643875;
problemsBudynekBWspolny/problemBudynekB_wspolny_pokoj_r8_2.xml;-93979750;
problemsBudynekBWspolny/problemBudynekB_wspolny_pokoj_r8_3.xml;-97361712;
